customerID,Churn,InternetService,SeniorCitizen,MonthlyCharges,Cuentas_Diarias,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,Charges
0895-DQHEW,Yes,Fiber optic,0,,,Male,0,Yes,No,54,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,"{'Monthly': 104.3, 'Total': '5278.15'}"
0895-LMRSF,No,DSL,0,,,Male,0,No,No,23,Yes,No,DSL,No,No,No,No,Yes,Yes,One year,Yes,Bank transfer (automatic),"{'Monthly': 64.9, 'Total': '1509.8'}"
0895-LNKRC,No,No,0,,,Male,0,Yes,Yes,6,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,"{'Monthly': 19.45, 'Total': '113.5'}"
0895-UADGO,No,DSL,0,,,Male,0,No,Yes,8,No,No phone service,DSL,Yes,No,No,Yes,No,Yes,Two year,Yes,Mailed check,"{'Monthly': 44.55, 'Total': '343.45'}"
0897-FEGMU,Yes,Fiber optic,0,,,Female,0,Yes,No,11,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,"{'Monthly': 99.5, 'Total': '1056.95'}"
0898-XCGTF,No,Fiber optic,0,,,Male,0,Yes,No,61,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,One year,Yes,Bank transfer (automatic),"{'Monthly': 96.5, 'Total': '5673.7'}"
0899-LIIBW,No,Fiber optic,0,,,Male,0,Yes,No,34,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,No,Electronic check,"{'Monthly': 100.85, 'Total': '3527.3'}"
0899-WZRSD,No,Fiber optic,0,,,Male,0,No,No,56,Yes,Yes,Fiber optic,Yes,No,No,Yes,Yes,Yes,Month-to-month,Yes,Mailed check,"{'Monthly': 105.35, 'Total': '5794.45'}"
0902-RFHOF,No,No,0,,,Male,0,No,No,38,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,"{'Monthly': 20.1, 'Total': '730.1'}"
0902-XKXPN,No,No,0,,,Male,0,Yes,Yes,69,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),"{'Monthly': 20.2, 'Total': '1376.5'}"
0906-QVPMS,No,Fiber optic,0,,,Male,0,Yes,No,72,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),"{'Monthly': 115.15, 'Total': '8349.45'}"
0907-HQNTS,No,Fiber optic,1,,,Female,1,Yes,No,70,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),"{'Monthly': 113.0, 'Total': '7987.6'}"
0909-SDHNU,No,DSL,0,,,Female,0,No,Yes,7,No,No phone service,DSL,Yes,No,No,No,No,No,Month-to-month,No,Mailed check,"{'Monthly': 29.8, 'Total': '201.95'}"
0909-SELIE,No,DSL,0,,,Male,0,Yes,No,61,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,Yes,Two year,Yes,Bank transfer (automatic),"{'Monthly': 80.8, 'Total': '4860.85'}"
0910-AJOHQ,,Fiber optic,0,,,Female,0,No,No,64,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),"{'Monthly': 115.1, 'Total': '7334.05'}"
0913-XWSCN,No,Fiber optic,0,,,Male,0,Yes,Yes,55,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,No,Bank transfer (automatic),"{'Monthly': 85.5, 'Total': '4713.4'}"
0916-KNFAJ,No,DSL,0,,,Male,0,Yes,No,61,Yes,Yes,DSL,Yes,No,Yes,No,No,Yes,Two year,Yes,Mailed check,"{'Monthly': 69.9, 'Total': '4226.7'}"
0916-QOFDP,No,Fiber optic,1,,,Female,1,Yes,Yes,14,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,"{'Monthly': 95.8, 'Total': '1346.3'}"
0917-EZOLA,Yes,Fiber optic,1,,,Male,1,Yes,No,72,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Two year,Yes,Bank transfer (automatic),"{'Monthly': 104.15, 'Total': '7689.95'}"
0921-OHLVP,No,Fiber optic,0,,,Male,0,No,No,22,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,No,Electronic check,"{'Monthly': 83.05, 'Total': '1799.3'}"
0923-PNFUB,Yes,Fiber optic,0,,,Female,0,No,No,3,Yes,No,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,No,Electronic check,"{'Monthly': 83.75, 'Total': '247.25'}"
0924-BJCRC,No,Fiber optic,1,,,Female,1,Yes,No,60,Yes,Yes,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,No,Electronic check,"{'Monthly': 89.45, 'Total': '5294.6'}"
0925-VYDLG,Yes,Fiber optic,0,,,Female,0,No,No,3,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Electronic check,"{'Monthly': 75.25, 'Total': '242'}"
0927-CNGRH,No,No,0,,,Male,0,No,Yes,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,"{'Monthly': 19.55, 'Total': '19.55'}"
0927-LCSMG,Yes,Fiber optic,0,,,Male,0,No,No,7,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,No,Mailed check,"{'Monthly': 74.65, 'Total': '544.55'}"
0928-JMXNP,No,DSL,1,,,Male,1,Yes,No,4,No,No phone service,DSL,No,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,"{'Monthly': 29.9, 'Total': '118.25'}"
0928-XUTSN,No,Fiber optic,0,,,Female,0,No,No,13,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,"{'Monthly': 80.5, 'Total': '1011.8'}"
0929-HYQEW,No,DSL,0,,,Male,0,No,No,3,Yes,No,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,Mailed check,"{'Monthly': 50.15, 'Total': '160.85'}"
0929-PECLO,No,Fiber optic,1,,,Female,1,No,No,63,Yes,Yes,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),"{'Monthly': 89.6, 'Total': '5538.8'}"
0930-EHUZA,No,DSL,0,,,Female,0,No,No,36,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,No,One year,Yes,Mailed check,"{'Monthly': 76.35, 'Total': '2606.35'}"
0931-MHTEM,No,Fiber optic,0,,,Female,0,No,No,54,Yes,No,Fiber optic,Yes,Yes,No,No,Yes,Yes,One year,Yes,Credit card (automatic),"{'Monthly': 100.05, 'Total': '5299.65'}"
0932-YIXYU,No,No,0,,,Female,0,No,No,47,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),"{'Monthly': 20.25, 'Total': '1029.8'}"
0936-NQLJU,No,No,0,,,Female,0,Yes,No,41,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),"{'Monthly': 20.65, 'Total': '875.55'}"
0939-EREMR,No,DSL,0,,,Female,0,No,Yes,13,Yes,No,DSL,No,No,Yes,Yes,No,No,Month-to-month,No,Mailed check,"{'Monthly': 53.45, 'Total': '718.1'}"
0939-YAPAF,Yes,Fiber optic,0,,,Female,0,No,No,35,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,"{'Monthly': 100.25, 'Total': '3527.6'}"
0940-OUQEC,Yes,Fiber optic,0,,,Male,0,No,No,10,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),"{'Monthly': 80.7, 'Total': '788.8'}"
0942-KOWSM,No,DSL,0,,,Female,0,Yes,Yes,30,Yes,No,DSL,No,Yes,Yes,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),"{'Monthly': 80.8, 'Total': '2369.3'}"
0943-ZQPXH,No,Fiber optic,0,,,Male,0,Yes,Yes,44,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),"{'Monthly': 92.95, 'Total': '4122.9'}"
0945-TSONX,No,DSL,0,,,Female,0,Yes,Yes,47,Yes,Yes,DSL,Yes,Yes,No,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),"{'Monthly': 85.3, 'Total': '4107.25'}"
0946-CLJTI,Yes,Fiber optic,1,,,Male,1,Yes,No,58,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,"{'Monthly': 98.7, 'Total': '5812.6'}"
0946-FKYTX,No,DSL,0,,,Male,0,No,No,52,No,No phone service,DSL,No,Yes,No,No,No,No,One year,No,Mailed check,"{'Monthly': 30.1, 'Total': '1623.4'}"
0947-IDHRQ,Yes,Fiber optic,0,,,Female,0,No,No,7,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Mailed check,"{'Monthly': 80.3, 'Total': '526.7'}"
0947-MUGVO,Yes,Fiber optic,1,,,Male,1,Yes,No,20,Yes,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,"{'Monthly': 73.65, 'Total': '1463.5'}"
0950-TZGED,,No,0,,,Male,0,No,No,56,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),"{'Monthly': 25.95, 'Total': '1444.05'}"
0952-KMEEH,Yes,Fiber optic,0,,,Male,0,No,No,13,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,Yes,Month-to-month,No,Mailed check,"{'Monthly': 98.15, 'Total': '1230.25'}"
0953-LGOVU,No,DSL,0,,,Male,0,Yes,Yes,12,No,No phone service,DSL,No,Yes,No,Yes,No,No,Month-to-month,No,Mailed check,"{'Monthly': 35.5, 'Total': '432.25'}"
0956-ACVZC,No,Fiber optic,0,,,Female,0,No,No,54,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,One year,Yes,Credit card (automatic),"{'Monthly': 94.1, 'Total': '5060.9'}"
0956-SYCWG,No,No,0,,,Female,0,No,No,13,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,"{'Monthly': 19.65, 'Total': '244.8'}"
0958-YHXGP,No,Fiber optic,0,,,Female,0,No,No,7,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,"{'Monthly': 69.9, 'Total': '497.3'}"
0959-WHOKV,No,Fiber optic,0,,,Male,0,No,No,42,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,No,Yes,One year,Yes,Electronic check,"{'Monthly': 99.0, 'Total': '4298.45'}"
0960-HUWBM,No,Fiber optic,0,,,Male,0,Yes,Yes,65,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),"{'Monthly': 104.1, 'Total': '6700.05'}"
0961-ZWLVI,No,Fiber optic,0,,,Male,0,No,Yes,49,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,One year,Yes,Credit card (automatic),"{'Monthly': 109.2, 'Total': '5290.45'}"
0962-CQPWQ,No,No,0,,,Female,0,Yes,Yes,62,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),"{'Monthly': 20.3, 'Total': '1296.15'}"
0963-ZBDRN,Yes,Fiber optic,0,,,Male,0,No,No,32,Yes,No,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,"{'Monthly': 96.2, 'Total': '3183.4'}"
0967-BMLBD,No,No,0,,,Female,0,Yes,Yes,11,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,"{'Monthly': 20.0, 'Total': '196.35'}"
0968-FTNYZ,,DSL,0,,,Female,0,No,Yes,13,Yes,No,DSL,Yes,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,"{'Monthly': 56.0, 'Total': '764.55'}"
0968-GSIKN,Yes,Fiber optic,0,,,Female,0,No,No,1,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,"{'Monthly': 70.8, 'Total': '70.8'}"
0969-RGKCU,No,No,0,,,Male,0,Yes,Yes,37,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),"{'Monthly': 19.8, 'Total': '677.05'}"
0970-ETWGE,Yes,Fiber optic,0,,,Male,0,No,No,1,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,"{'Monthly': 89.55, 'Total': '89.55'}"
0970-QXPXW,No,No,0,,,Female,0,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,"{'Monthly': 19.65, 'Total': '19.65'}"
0971-QIFJK,No,No,0,,,Female,0,Yes,No,69,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),"{'Monthly': 24.25, 'Total': '1641.8'}"
0973-KYVNF,No,DSL,0,,,Female,0,Yes,Yes,72,Yes,No,DSL,Yes,Yes,Yes,No,Yes,No,Two year,Yes,Credit card (automatic),"{'Monthly': 70.65, 'Total': '5011.15'}"
0975-UYDTX,No,DSL,0,,,Female,0,Yes,No,26,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,One year,Yes,Credit card (automatic),"{'Monthly': 90.1, 'Total': '2312.55'}"
0975-VOOVL,No,DSL,0,,,Female,0,No,No,3,No,No phone service,DSL,No,Yes,No,No,No,No,Month-to-month,No,Mailed check,"{'Monthly': 29.2, 'Total': '98.5'}"
0979-MOZQI,No,DSL,0,,,Male,0,Yes,No,62,No,No phone service,DSL,No,No,No,Yes,Yes,No,Two year,Yes,Bank transfer (automatic),"{'Monthly': 39.0, 'Total': '2337.45'}"
0979-PHULV,Yes,Fiber optic,0,,,Male,0,Yes,Yes,69,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),"{'Monthly': 99.45, 'Total': '7007.6'}"
0980-FEXWF,No,DSL,0,,,Male,0,Yes,Yes,26,Yes,No,DSL,No,No,Yes,No,No,No,One year,No,Mailed check,"{'Monthly': 50.35, 'Total': '1285.8'}"
0980-PVMRC,No,DSL,0,,,Female,0,Yes,Yes,40,No,No phone service,DSL,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,"{'Monthly': 50.85, 'Total': '2036.55'}"
0983-TATYJ,No,DSL,0,,,Female,0,Yes,No,33,Yes,No,DSL,No,No,No,Yes,No,No,One year,Yes,Mailed check,"{'Monthly': 51.45, 'Total': '1758.9'}"
0988-AADSA,No,DSL,0,,,Female,0,Yes,Yes,72,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,Yes,Two year,No,Bank transfer (automatic),"{'Monthly': 80.85, 'Total': '5824.75'}"
0988-JRWWP,No,DSL,0,,,Female,0,No,No,3,Yes,No,DSL,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,"{'Monthly': 54.2, 'Total': '140.4'}"
0991-BRRFB,Yes,DSL,0,,,Male,0,No,No,18,Yes,No,DSL,Yes,No,No,No,No,No,Month-to-month,No,Electronic check,"{'Monthly': 49.4, 'Total': '874.8'}"
0993-OSGPT,No,DSL,1,,,Female,1,Yes,No,68,Yes,No,DSL,No,Yes,Yes,Yes,No,No,One year,Yes,Bank transfer (automatic),"{'Monthly': 60.65, 'Total': '3975.9'}"
0997-YTLNY,No,DSL,0,,,Female,0,No,Yes,19,Yes,No,DSL,No,No,No,Yes,No,No,Month-to-month,No,Mailed check,"{'Monthly': 48.8, 'Total': '953.65'}"
0999-QXNSA,No,DSL,1,,,Male,1,No,Yes,7,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,"{'Monthly': 45.75, 'Total': '344.2'}"
1000-AJSLD,Yes,No,0,,,Male,0,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,"{'Monthly': 20.1, 'Total': '20.1'}"
1004-NOZNR,No,Fiber optic,1,,,Male,1,No,Yes,56,Yes,No,Fiber optic,Yes,No,No,No,Yes,Yes,One year,No,Credit card (automatic),"{'Monthly': 94.8, 'Total': '5264.3'}"
1009-IRMNA,Yes,No,0,,,Female,0,No,No,7,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),"{'Monthly': 20.0, 'Total': '137.6'}"
1010-DIAUQ,Yes,Fiber optic,0,,,Male,0,No,No,5,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,No,Bank transfer (automatic),"{'Monthly': 96.5, 'Total': '492.55'}"
1013-QCWAM,No,Fiber optic,1,,,Female,1,Yes,No,66,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,"{'Monthly': 100.8, 'Total': '6690.75'}"
1015-JPFYW,No,No,0,,,Male,0,No,Yes,7,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,"{'Monthly': 19.45, 'Total': '136.75'}"
1015-OWJKI,No,No,0,,,Male,0,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,"{'Monthly': 19.05, 'Total': '19.05'}"
1016-DJTSV,No,Fiber optic,1,,,Male,1,No,No,8,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,"{'Monthly': 69.7, 'Total': '572.85'}"
1017-FBQMM,No,Fiber optic,0,,,Female,0,Yes,Yes,62,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,Yes,One year,Yes,Credit card (automatic),"{'Monthly': 106.05, 'Total': '6703.5'}"
1020-JPQOW,No,Fiber optic,0,,,Female,0,Yes,No,56,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,No,No,Month-to-month,No,Electronic check,"{'Monthly': 90.55, 'Total': '5116.6'}"
1022-RKXDR,No,No,0,,,Female,0,No,No,41,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,"{'Monthly': 24.85, 'Total': '962.25'}"
1023-BQXZE,No,DSL,0,,,Male,0,No,No,57,Yes,No,DSL,Yes,No,Yes,No,Yes,Yes,Two year,Yes,Bank transfer (automatic),"{'Monthly': 74.35, 'Total': '4317.35'}"
1024-GUALD,Yes,DSL,0,,,Female,0,Yes,No,1,No,No phone service,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,"{'Monthly': 24.8, 'Total': '24.8'}"
1024-KPRBB,No,Fiber optic,0,,,Female,0,No,No,38,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,One year,Yes,Mailed check,"{'Monthly': 89.1, 'Total': '3342'}"
1024-VRZHF,Yes,Fiber optic,0,,,Male,0,Yes,No,11,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,"{'Monthly': 74.95, 'Total': '825.7'}"
1025-FALIX,No,Fiber optic,0,,,Female,0,No,No,26,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),"{'Monthly': 69.05, 'Total': '1815.65'}"
1027-LKKQQ,No,DSL,0,,,Female,0,Yes,Yes,72,Yes,No,DSL,Yes,No,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),"{'Monthly': 80.45, 'Total': '5886.85'}"
1028-FFNJK,No,Fiber optic,1,,,Male,1,Yes,No,30,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,"{'Monthly': 101.5, 'Total': '2917.65'}"
1029-QFBEN,Yes,No,0,,,Male,0,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,"{'Monthly': 19.55, 'Total': '19.55'}"
1031-IIDEO,Yes,Fiber optic,0,,,Female,0,No,No,1,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,"{'Monthly': 70.85, 'Total': '70.85'}"
1032-MAELW,No,DSL,0,,,Female,0,Yes,Yes,68,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,Yes,One year,Yes,Electronic check,"{'Monthly': 78.45, 'Total': '5333.35'}"
1035-IPQPU,No,Fiber optic,1,,,Female,1,Yes,No,63,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,"{'Monthly': 103.5, 'Total': '6479.4'}"
1036-GUDCL,No,DSL,0,,,Male,0,Yes,Yes,60,Yes,No,DSL,Yes,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,Credit card (automatic),"{'Monthly': 79.05, 'Total': '4663.4'}"
1038-RQOST,No,No,0,,,Male,0,Yes,Yes,19,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,"{'Monthly': 20.6, 'Total': '414.95'}"
1038-ZAGBI,Yes,No,0,,,Female,0,Yes,Yes,12,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),"{'Monthly': 19.8, 'Total': '229.6'}"
1041-RXHRA,Yes,Fiber optic,0,,,Female,0,No,No,41,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),"{'Monthly': 70.25, 'Total': '2868.05'}"
1042-HFUCW,No,DSL,0,,,Female,0,No,Yes,25,Yes,No,DSL,No,Yes,No,Yes,No,No,One year,Yes,Credit card (automatic),"{'Monthly': 54.75, 'Total': '1266.35'}"
1043-UXOVO,No,Fiber optic,0,,,Female,0,No,No,71,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),"{'Monthly': 113.15, 'Total': '7993.3'}"
1043-YCUTE,Yes,No,0,,,Male,0,Yes,No,56,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),"{'Monthly': 25.15, 'Total': '1327.15'}"
1045-LTCYT,No,No,0,,,Female,0,Yes,Yes,8,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),"{'Monthly': 21.05, 'Total': '139.75'}"
1047-NNCBF,No,Fiber optic,0,,,Male,0,No,No,20,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Credit card (automatic),"{'Monthly': 70.55, 'Total': '1493.55'}"
1047-RNXZV,No,No,0,,,Male,0,No,No,43,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,"{'Monthly': 19.55, 'Total': '876.15'}"
1049-FYSYG,No,DSL,0,,,Female,0,Yes,No,17,No,No phone service,DSL,No,Yes,Yes,No,No,No,Month-to-month,Yes,Credit card (automatic),"{'Monthly': 35.65, 'Total': '646.05'}"
1051-EQPZR,No,No,0,,,Female,0,Yes,Yes,44,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,"{'Monthly': 19.6, 'Total': '780.25'}"
1051-GEJLJ,No,No,0,,,Female,0,No,No,2,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,"{'Monthly': 19.5, 'Total': '27.55'}"
1052-QJIBV,No,No,0,,,Female,0,Yes,Yes,71,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),"{'Monthly': 19.9, 'Total': '1397.3'}"
1053-MXTTK,No,Fiber optic,0,,,Female,0,Yes,Yes,72,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),"{'Monthly': 108.65, 'Total': '7726.35'}"
1057-FOGLZ,No,No,0,,,Female,0,No,No,18,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,"{'Monthly': 19.65, 'Total': '391.7'}"
1058-CIYUA,,Fiber optic,1,,,Female,1,Yes,No,52,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,One year,Yes,Electronic check,"{'Monthly': 106.5, 'Total': '5621.85'}"
1060-ENTOF,No,Fiber optic,1,,,Female,1,Yes,No,67,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,No,Yes,One year,Yes,Credit card (automatic),"{'Monthly': 105.4, 'Total': '7035.6'}"
1061-PNTHC,No,Fiber optic,0,,,Female,0,Yes,Yes,56,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Mailed check,"{'Monthly': 109.6, 'Total': '5953'}"
1062-LHZOD,Yes,Fiber optic,0,,,Male,0,Yes,Yes,1,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,"{'Monthly': 69.9, 'Total': '69.9'}"
1063-DHQJF,No,Fiber optic,0,,,Male,0,Yes,Yes,69,Yes,No,Fiber optic,No,Yes,No,Yes,Yes,No,Two year,Yes,Mailed check,"{'Monthly': 92.15, 'Total': '6480.9'}"
1064-FBXNK,No,No,0,,,Male,0,Yes,Yes,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),"{'Monthly': 19.85, 'Total': '19.85'}"
1066-JKSGK,Yes,No,0,,,Male,0,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,"{'Monthly': 20.15, 'Total': '20.15'}"
1069-QJOEE,No,No,0,,,Male,0,Yes,Yes,25,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,"{'Monthly': 19.9, 'Total': '505.45'}"
1069-XAIEM,Yes,Fiber optic,1,,,Female,1,No,No,1,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,"{'Monthly': 85.05, 'Total': '85.05'}"
1073-XXCZD,No,No,0,,,Male,0,Yes,No,55,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),"{'Monthly': 25.7, 'Total': '1443.65'}"
1074-AMIOH,No,Fiber optic,0,,,Female,0,Yes,Yes,53,Yes,No,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),"{'Monthly': 108.25, 'Total': '5935.1'}"
1074-WVEVG,No,No,0,,,Female,0,Yes,No,59,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,"{'Monthly': 20.35, 'Total': '1267'}"
1075-BGWOH,Yes,Fiber optic,1,,,Male,1,Yes,No,16,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,"{'Monthly': 98.75, 'Total': '1587.55'}"
1077-HUUJM,No,Fiber optic,0,,,Female,0,No,Yes,7,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,"{'Monthly': 71.05, 'Total': '472.65'}"
1078-TDCRN,No,DSL,1,,,Female,1,Yes,No,3,No,No phone service,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,"{'Monthly': 30.75, 'Total': '82.85'}"
